ModelConditionID,ModelID,ParentModelConditionID,CellFormat,PassageNumber,GrowthMedia,FormulationID,PlateCoating
MC-002497-wBYX,ACH-002497,,suspension,,MF-007-014,DMEM:F12 + 20ug/ml insulin + 10ug/ml transferrin + 25nM sodium selenite + 50nM Hydrocortisone + 1ng/ml EGF + 10uM ethanolamine + 10uM phosphorylethanolamine + 100pM triiodothyronine + 0.5% (w/v) BSA (final conc.) + 10mM HEPES + 500uM sodium pyruvate + 2mM Glutamine,None
MC-002508-1EaB,ACH-002508,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002509-QORQ,ACH-002509,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002510-huzv,ACH-002510,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002511-mxVh,ACH-002511,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002512-OR6R,ACH-002512,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002522-BP3K,ACH-002522,,adherent,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-002523-IXGJ,ACH-002523,,adherent,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-002524-ZbQT,ACH-002524,,adherent,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-002526-gP5V,ACH-002526,,adherent,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-002531-OoyZ,ACH-002531,,adherent,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-002533-pOlV,ACH-002533,,adherent,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-002535-QYxv,ACH-002535,,adherent,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-002539-pFSt,ACH-002539,,adherent,,MF-001-005,RPMI + 10% FBS + 2mM Glutamine + 25mM HEPES + 25mM Sodium bicarbonate,None
MC-002647-v8x6,ACH-002647,,adherent,,MF-008-001,DMEM:KSFM (2:1) + 20% FBS,None
MC-002650-KUc6,ACH-002650,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002654-HZBL,ACH-002654,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002659-6thC,ACH-002659,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002664-cIbD,ACH-002664,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002669-Ivra,ACH-002669,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002672-Fu2o,ACH-002672,,adherent,,MF-007-011,DMEM:F12 + 20% horse serum,None
MC-002680-Kgog,ACH-002680,,adherent,,MF-006-002,MEM + 10% FBS + 2mM Glutamine + 100uM NEAA,None
MC-002687-ZGER,ACH-002687,,adherent,,MF-001-020,RPMI + 20% FBS,None
MC-002693-Sw2e,ACH-002693,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002709-26zN,ACH-002709,,suspension,,MF-001-003,RPMI + 10% FBS + 2mM Glutamine,None
MC-002710-s7hG,ACH-002710,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002780-ddZi,ACH-002780,,suspension,,MF-007-006,DMEM:F12 + GlutaMAX media (cat no. 10565042 500mL Thermo Fisher) + 10% FBS,None
MC-002781-ot8s,ACH-002781,,adherent,,MF-007-006,DMEM:F12 + GlutaMAX media (cat no. 10565042 500mL Thermo Fisher) + 10% FBS,None
MC-002784-wakk,ACH-002784,,adherent,,MF-007-006,DMEM:F12 + GlutaMAX media (cat no. 10565042 500mL Thermo Fisher) + 10% FBS,None
MC-002785-qo9e,ACH-002785,,adherent,,MF-007-006,DMEM:F12 + GlutaMAX media (cat no. 10565042 500mL Thermo Fisher) + 10% FBS,None
MC-002787-1SfB,ACH-002787,,adherent,,MF-007-006,DMEM:F12 + GlutaMAX media (cat no. 10565042 500mL Thermo Fisher) + 10% FBS,None
MC-002799-dBEe,ACH-002799,,adherent,,MF-007-006,DMEM:F12 + GlutaMAX media (cat no. 10565042 500mL Thermo Fisher) + 10% FBS,None
MC-002800-SZpV,ACH-002800,,adherent,,MF-007-006,DMEM:F12 + GlutaMAX media (cat no. 10565042 500mL Thermo Fisher) + 10% FBS,None
MC-002801-Dhlv,ACH-002801,,adherent,,MF-007-006,DMEM:F12 + GlutaMAX media (cat no. 10565042 500mL Thermo Fisher) + 10% FBS,None
MC-002806-K1rH,ACH-002806,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002834-mbYE,ACH-002834,,adherent,,MF-002-001,DMEM + 10% FBS,None
MC-002847-b2Oj,ACH-002847,,adherent,,MF-036-001,Opti-MEM + 5% FBS,None
MC-002875-AKge,ACH-000614,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002921-KMac,ACH-002921,,adherent,,MF-006-001,MEM + 10% FBS,None
MC-002922-66Xg,ACH-002922,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002925-yAya,ACH-002925,,adherent,,MF-001-001,RPMI + 10% FBS,None
MC-002926-BDYS,ACH-002926,,,,MF-001-001,RPMI + 10% FBS,None
MC-003019-6LhD,ACH-003019,,adherent,,,,None
MC-003071-5csX,ACH-003071,,suspension,,MF-001-001,RPMI + 10% FBS,None
MC-003071-aP2w,ACH-003071,,,,,,None
MC-003132-hubO,ACH-003132,,adherent,,,,None
MC-003133-Rrea,ACH-003133,,adherent,,,,None
MC-003134-TppJ,ACH-003134,,adherent,,,,None
MC-003135-1WCs,ACH-003135,,adherent,,,,None
MC-003136-IUCb,ACH-003136,,adherent,,,,None
MC-003138-vCcU,ACH-003138,,adherent,,,,None
MC-003139-gVw7,ACH-003139,,adherent,,,,None
MC-003141-MG04,ACH-003141,,adherent,,,,None
MC-003142-F3nh,ACH-003142,,adherent,,,,None
MC-003143-qeT1,ACH-003143,,adherent,,,,None
MC-003145-gyCX,ACH-003145,,adherent,,,,None
MC-003147-pQPF,ACH-003147,,adherent,,,,None
MC-003148-47GP,ACH-003148,,adherent,,,,None
MC-003149-Z3Wl,ACH-003149,,adherent,,,,None
MC-003150-qtLh,ACH-003150,,adherent,,,,None
MC-003152-uk4p,ACH-003152,,adherent,,,,None
MC-003153-z9pk,ACH-003153,,adherent,,,,None
MC-003154-ImPN,ACH-003154,,adherent,,,,None
MC-003155-7AMI,ACH-003155,,adherent,,,,None
MC-003156-78Ny,ACH-003156,,adherent,,,,None
MC-003157-n8EJ,ACH-003157,,adherent,,,,None
MC-003158-RZnx,ACH-003158,,adherent,,,,None
MC-003159-x7Hm,ACH-003159,,adherent,,,,None
MC-003160-Q82e,ACH-003160,,adherent,,,,None
MC-003161-GUUY,ACH-003161,,adherent,,,,None
