"from"	"to"	"Metabolite"
"1059"	"ENSG00000180210"	"ENSG00000100197"	"m1303"
"1060"	"ENSG00000180210"	"ENSG00000106258"	"m1303"
"1061"	"ENSG00000180210"	"ENSG00000108242"	"m1303"
"1062"	"ENSG00000180210"	"ENSG00000130649"	"m1303"
"1063"	"ENSG00000180210"	"ENSG00000134716"	"m1303"
"1064"	"ENSG00000180210"	"ENSG00000137869"	"m1303"
"1065"	"ENSG00000180210"	"ENSG00000138061"	"m1303"
"1066"	"ENSG00000180210"	"ENSG00000138109"	"m1303"
"1067"	"ENSG00000180210"	"ENSG00000138115"	"m1303"
"1068"	"ENSG00000180210"	"ENSG00000140465"	"m1303"
"1069"	"ENSG00000180210"	"ENSG00000140505"	"m1303"
"1070"	"ENSG00000180210"	"ENSG00000142973"	"m1303"
"1071"	"ENSG00000180210"	"ENSG00000155016"	"m1303"
"1072"	"ENSG00000180210"	"ENSG00000160868"	"m1303"
"1073"	"ENSG00000180210"	"ENSG00000160870"	"m1303"
"1074"	"ENSG00000180210"	"ENSG00000165841"	"m1303"
"1075"	"ENSG00000180210"	"ENSG00000167600"	"m1303"
"1076"	"ENSG00000180210"	"ENSG00000171903"	"m1303"
"1077"	"ENSG00000180210"	"ENSG00000186160"	"m1303"
"1078"	"ENSG00000180210"	"ENSG00000186204"	"m1303"
"1079"	"ENSG00000180210"	"ENSG00000186377"	"m1303"
"1080"	"ENSG00000180210"	"ENSG00000186526"	"m1303"
"1081"	"ENSG00000180210"	"ENSG00000197408"	"m1303"
"1082"	"ENSG00000180210"	"ENSG00000197446"	"m1303"
"1083"	"ENSG00000180210"	"ENSG00000197838"	"m1303"
"1084"	"ENSG00000180210"	"ENSG00000198077"	"m1303"
"1085"	"ENSG00000180210"	"ENSG00000255974"	"m1303"
"1086"	"ENSG00000180210"	"ENSG00000072274"	"m1303"
"1087"	"ENSG00000180210"	"ENSG00000060971"	"m1303"
"1088"	"ENSG00000180210"	"ENSG00000116171"	"m1303"
"1089"	"ENSG00000180210"	"ENSG00000167306"	"m1303"
"1090"	"ENSG00000180210"	"ENSG00000107798"	"m1303"
"1091"	"ENSG00000180210"	"ENSG00000170835"	"m1303"
"1099"	"ENSG00000107798"	"ENSG00000160868"	"m1304"
"1100"	"ENSG00000107798"	"ENSG00000107798"	"m1304"
"1101"	"ENSG00000107798"	"ENSG00000170835"	"m1304"
"1106"	"ENSG00000072274"	"ENSG00000160868"	"m1304"
"1107"	"ENSG00000072274"	"ENSG00000107798"	"m1304"
"1108"	"ENSG00000072274"	"ENSG00000170835"	"m1304"
"1114"	"ENSG00000057252"	"ENSG00000074696"	"m1307"
"1115"	"ENSG00000057252"	"ENSG00000146066"	"m1307"
"1116"	"ENSG00000057252"	"ENSG00000165996"	"m1307"
"1117"	"ENSG00000057252"	"ENSG00000188921"	"m1307"
"1118"	"ENSG00000057252"	"ENSG00000206527"	"m1307"
"1123"	"ENSG00000057252"	"ENSG00000099797"	"m1308"
"1124"	"ENSG00000057252"	"ENSG00000205678"	"m1308"
"1130"	"ENSG00000131979"	"ENSG00000163541 and ENSG00000172340"	"m1318"
"1131"	"ENSG00000131979"	"ENSG00000136143 and ENSG00000163541"	"m1318"
"1132"	"ENSG00000068366"	"ENSG00000132958"	"m1319"
"1133"	"ENSG00000068366"	"ENSG00000171862"	"m1319"
"1136"	"ENSG00000086062"	"ENSG00000076351"	"m132"
"1138"	"ENSG00000151348 and ENSG00000182197"	"ENSG00000076351"	"m132"
"1140"	"ENSG00000132958"	"ENSG00000068366"	"m1321"
"1141"	"ENSG00000132958"	"ENSG00000103740"	"m1321"
"1142"	"ENSG00000132958"	"ENSG00000123983"	"m1321"
"1143"	"ENSG00000132958"	"ENSG00000130377"	"m1321"
"1144"	"ENSG00000132958"	"ENSG00000140284"	"m1321"
"1145"	"ENSG00000132958"	"ENSG00000151726"	"m1321"
"1146"	"ENSG00000132958"	"ENSG00000164398"	"m1321"
"1147"	"ENSG00000132958"	"ENSG00000197142"	"m1321"
"1148"	"ENSG00000132958"	"ENSG00000239642"	"m1321"
"1149"	"ENSG00000103064"	"ENSG00000068366"	"m1321"
"1150"	"ENSG00000103064"	"ENSG00000103740"	"m1321"
"1151"	"ENSG00000103064"	"ENSG00000123983"	"m1321"
"1152"	"ENSG00000103064"	"ENSG00000130377"	"m1321"
"1153"	"ENSG00000103064"	"ENSG00000140284"	"m1321"
"1154"	"ENSG00000103064"	"ENSG00000151726"	"m1321"
"1155"	"ENSG00000103064"	"ENSG00000164398"	"m1321"
"1156"	"ENSG00000103064"	"ENSG00000197142"	"m1321"
"1157"	"ENSG00000103064"	"ENSG00000239642"	"m1321"
"1167"	"ENSG00000165970"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"m1327"
"1168"	"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000165970"	"m1328"
"1169"	"ENSG00000084754 and ENSG00000113790 and ENSG00000127884"	"ENSG00000084754 and ENSG00000138029 and ENSG00000167315"	"m1328"
