"from"	"to"	"Metabolite"
"6465"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000118402"	"m1071"
"6466"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000119915"	"m1071"
"6467"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000164181"	"m1071"
"6468"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000170522"	"m1071"
"6469"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000197977"	"m1071"
"6470"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000134538"	"m1071"
"6471"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000057252"	"m1071"
"6472"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000167780"	"m1071"
"6480"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000087076"	"m1071"
"6481"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000099377"	"m1071"
"6482"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000100867"	"m1071"
"6483"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000109854"	"m1071"
"6484"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000121039"	"m1071"
"6485"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000138400"	"m1071"
"6486"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000139988"	"m1071"
"6487"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000145439"	"m1071"
"6488"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000159692"	"m1071"
"6489"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000160439"	"m1071"
"6490"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000164039"	"m1071"
"6491"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000167733"	"m1071"
"6492"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000170426"	"m1071"
"6493"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000170786"	"m1071"
"6494"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000176387"	"m1071"
"6495"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000183921"	"m1071"
"6496"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000184860"	"m1071"
"6497"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000186153"	"m1071"
"6498"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000187134"	"m1071"
"6499"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000197894"	"m1071"
"6500"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000198074"	"m1071"
"6501"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000198189"	"m1071"
"6502"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000198610"	"m1071"
"6503"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000204228"	"m1071"
"6504"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000227471"	"m1071"
"6505"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000240857"	"m1071"
"6506"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000012660"	"m1071"
"6507"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000066322"	"m1071"
"6508"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000118402"	"m1071"
