"from"	"to"	"Metabolite"
"753"	"ENSG00000086159"	"ENSG00000116157"	"m1031"
"754"	"ENSG00000086159"	"ENSG00000117450"	"m1031"
"755"	"ENSG00000086159"	"ENSG00000117592"	"m1031"
"756"	"ENSG00000086159"	"ENSG00000126432"	"m1031"
"757"	"ENSG00000086159"	"ENSG00000164294"	"m1031"
"758"	"ENSG00000086159"	"ENSG00000165672"	"m1031"
"759"	"ENSG00000086159"	"ENSG00000167468"	"m1031"
"760"	"ENSG00000086159"	"ENSG00000167815"	"m1031"
"761"	"ENSG00000086159"	"ENSG00000176153"	"m1031"
"762"	"ENSG00000086159"	"ENSG00000198704"	"m1031"
"763"	"ENSG00000086159"	"ENSG00000211445"	"m1031"
"764"	"ENSG00000086159"	"ENSG00000224586"	"m1031"
"765"	"ENSG00000086159"	"ENSG00000233276"	"m1031"
"766"	"ENSG00000086159"	"ENSG00000068366"	"m1031"
"767"	"ENSG00000086159"	"ENSG00000103740"	"m1031"
"768"	"ENSG00000086159"	"ENSG00000123983"	"m1031"
"769"	"ENSG00000086159"	"ENSG00000130377"	"m1031"
"770"	"ENSG00000086159"	"ENSG00000140284"	"m1031"
"771"	"ENSG00000086159"	"ENSG00000151726"	"m1031"
"772"	"ENSG00000086159"	"ENSG00000164398"	"m1031"
"773"	"ENSG00000086159"	"ENSG00000197142"	"m1031"
"774"	"ENSG00000086159"	"ENSG00000239642"	"m1031"
"789"	"ENSG00000134538"	"ENSG00000057252"	"m1037"
"790"	"ENSG00000134538"	"ENSG00000167780"	"m1037"
"792"	"ENSG00000107798"	"ENSG00000057252"	"m1037"
"793"	"ENSG00000107798"	"ENSG00000167780"	"m1037"
"795"	"ENSG00000007350"	"ENSG00000057252"	"m1037"
"796"	"ENSG00000007350"	"ENSG00000167780"	"m1037"
"801"	"ENSG00000121691"	"ENSG00000087076"	"m1038"
"802"	"ENSG00000121691"	"ENSG00000099377"	"m1038"
"803"	"ENSG00000121691"	"ENSG00000100867"	"m1038"
"804"	"ENSG00000121691"	"ENSG00000109854"	"m1038"
"805"	"ENSG00000121691"	"ENSG00000121039"	"m1038"
"806"	"ENSG00000121691"	"ENSG00000138400"	"m1038"
"807"	"ENSG00000121691"	"ENSG00000139988"	"m1038"
"808"	"ENSG00000121691"	"ENSG00000145439"	"m1038"
"809"	"ENSG00000121691"	"ENSG00000159692"	"m1038"
"810"	"ENSG00000121691"	"ENSG00000160439"	"m1038"
"811"	"ENSG00000121691"	"ENSG00000164039"	"m1038"
"812"	"ENSG00000121691"	"ENSG00000167733"	"m1038"
"813"	"ENSG00000121691"	"ENSG00000170426"	"m1038"
"814"	"ENSG00000121691"	"ENSG00000170786"	"m1038"
"815"	"ENSG00000121691"	"ENSG00000176387"	"m1038"
"816"	"ENSG00000121691"	"ENSG00000183921"	"m1038"
"817"	"ENSG00000121691"	"ENSG00000184860"	"m1038"
"818"	"ENSG00000121691"	"ENSG00000186153"	"m1038"
"819"	"ENSG00000121691"	"ENSG00000187134"	"m1038"
"820"	"ENSG00000121691"	"ENSG00000197894"	"m1038"
"821"	"ENSG00000121691"	"ENSG00000198074"	"m1038"
"822"	"ENSG00000121691"	"ENSG00000198189"	"m1038"
"823"	"ENSG00000121691"	"ENSG00000198610"	"m1038"
"824"	"ENSG00000121691"	"ENSG00000204228"	"m1038"
"825"	"ENSG00000121691"	"ENSG00000227471"	"m1038"
"826"	"ENSG00000121691"	"ENSG00000240857"	"m1038"
"827"	"ENSG00000121691"	"ENSG00000057252"	"m1038"
"828"	"ENSG00000121691"	"ENSG00000167780"	"m1038"
"829"	"ENSG00000121691"	"ENSG00000134538"	"m1038"
"830"	"ENSG00000121691"	"ENSG00000012660"	"m1038"
"831"	"ENSG00000121691"	"ENSG00000066322"	"m1038"
"832"	"ENSG00000121691"	"ENSG00000118402"	"m1038"
"833"	"ENSG00000121691"	"ENSG00000119915"	"m1038"
"834"	"ENSG00000121691"	"ENSG00000164181"	"m1038"
"835"	"ENSG00000121691"	"ENSG00000170522"	"m1038"
"836"	"ENSG00000121691"	"ENSG00000197977"	"m1038"
"844"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000087076"	"m1038"
"845"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000099377"	"m1038"
"846"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000100867"	"m1038"
"847"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000109854"	"m1038"
"848"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000121039"	"m1038"
"849"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000138400"	"m1038"
"850"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000139988"	"m1038"
"851"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000145439"	"m1038"
"852"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000159692"	"m1038"
"853"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000160439"	"m1038"
"854"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000164039"	"m1038"
"855"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000167733"	"m1038"
"856"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000170426"	"m1038"
"857"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000170786"	"m1038"
"858"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000176387"	"m1038"
"859"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000183921"	"m1038"
"860"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000184860"	"m1038"
"861"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000186153"	"m1038"
"862"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000187134"	"m1038"
"863"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000197894"	"m1038"
"864"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000198074"	"m1038"
"865"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000198189"	"m1038"
"866"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000198610"	"m1038"
"867"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000204228"	"m1038"
"868"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000227471"	"m1038"
"869"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000240857"	"m1038"
"870"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000057252"	"m1038"
"871"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000167780"	"m1038"
"872"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000134538"	"m1038"
"873"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000012660"	"m1038"
"874"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000066322"	"m1038"
"875"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000118402"	"m1038"
"876"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000119915"	"m1038"
"877"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000164181"	"m1038"
"878"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000170522"	"m1038"
"879"	"ENSG00000130876 and ENSG00000168003"	"ENSG00000197977"	"m1038"
"887"	"ENSG00000060971 and ENSG00000113790 and ENSG00000133835"	"ENSG00000087076"	"m1038"
